trade_id,strategy,open_madrid,close_madrid,duration_hours,direction,result,rr,entry_price,sl_price,exit_price,sl_size,sl_pct,exit_reason
280,V3-locked,2022-10-31 14:30:00+0100,2022-10-31 15:00:00+0100,0.5,Long,SL,-1.0,20679.11,20449.86,20449.86,229.25,1.1086,STRUCTURAL_SL
281,V3-locked,2022-11-01 08:30:00+0100,2022-11-01 13:00:00+0100,4.5,Long,SL,-0.44,20566.77,20466.71,20522.79,100.06,0.4865,H1_EMA100
282,V3-locked,2022-11-02 05:30:00+0100,2022-11-02 07:00:00+0100,1.5,Long,SL,-0.62,20535.47,20457.62,20487.39,77.85,0.3791,H1_EMA100
283,V3-locked,2022-11-04 05:30:00+0100,2022-11-07 01:00:00+0100,67.5,Long,TP,5.59,20345.24,20245.0,20905.58,100.24,0.4927,H1_EMA100
284,V3-locked,2022-12-02 14:30:00+0100,2022-12-02 15:00:00+0100,0.5,Long,SL,-1.0,17023.51,16946.13,16946.13,77.38,0.4545,STRUCTURAL_SL
285,V3-locked,2022-12-02 22:30:00+0100,2022-12-03 08:30:00+0100,10.0,Long,SL,-1.0,17016.08,16930.03,16930.03,86.05,0.5057,STRUCTURAL_SL
286,V3-locked,2022-12-04 06:30:00+0100,2022-12-04 12:30:00+0100,6.0,Long,SL,-1.0,17040.62,16948.0,16948.0,92.62,0.5435,STRUCTURAL_SL
287,V3-locked,2022-12-04 16:00:00+0100,2022-12-05 20:00:00+0100,28.0,Long,SL,-1.0,17007.72,16930.89,16930.89,76.83,0.4517,STRUCTURAL_SL
288,V3-locked,2022-12-07 03:00:00+0100,2022-12-07 07:00:00+0100,4.0,Long,SL,-0.44,17041.0,16958.98,17004.51,82.02,0.4813,H1_EMA100
289,V3-locked,2022-12-08 17:00:00+0100,2022-12-11 22:00:00+0100,77.0,Long,TP,2.08,16917.39,16829.26,17100.97,88.13,0.5209,H1_EMA100
290,V3-locked,2022-12-12 22:30:00+0100,2022-12-15 15:00:00+0100,64.5,Long,TP,1.6,17183.41,16981.03,17506.34,202.38,1.1778,H1_EMA100
291,V3-locked,2023-01-05 16:30:00+0100,2023-01-06 12:00:00+0100,19.5,Long,SL,-0.85,16847.12,16753.0,16767.06,94.12,0.5587,H1_EMA100
292,V3-locked,2023-01-06 20:30:00+0100,2023-01-18 22:00:00+0100,289.5,Long,TP,80.45,16859.77,16811.63,20732.6,48.14,0.2855,H1_EMA100
293,V3-locked,2023-01-19 21:00:00+0100,2023-01-25 03:00:00+0100,126.0,Long,TP,4.65,21092.1,20791.13,22490.64,300.97,1.4269,H1_EMA100
294,V3-locked,2023-01-25 22:30:00+0100,2023-01-27 02:30:00+0100,28.0,Long,SL,-1.0,22989.63,22651.75,22651.75,337.88,1.4697,STRUCTURAL_SL
295,V3-locked,2023-01-29 02:30:00+0100,2023-01-30 11:00:00+0100,32.5,Long,SL,-0.47,23386.46,22967.76,23191.2,418.7,1.7904,H1_EMA100
296,V3-locked,2023-01-31 18:30:00+0100,2023-01-31 22:00:00+0100,3.5,Long,SL,-0.15,23134.27,22866.66,23095.41,267.61,1.1568,H1_EMA100
297,V3-locked,2023-02-01 21:00:00+0100,2023-02-03 15:00:00+0100,42.0,Long,SL,-0.06,23385.99,22760.23,23346.63,625.76,2.6758,H1_EMA100
298,V3-locked,2023-02-04 20:00:00+0100,2023-02-04 22:30:00+0100,2.5,Long,SL,-1.0,23445.66,23386.1,23386.1,59.56,0.254,STRUCTURAL_SL
299,V3-locked,2023-02-07 11:30:00+0100,2023-02-07 13:00:00+0100,1.5,Long,SL,-0.36,23041.42,22862.85,22977.24,178.57,0.775,H1_EMA100
300,V3-locked,2023-02-17 19:30:00+0100,2023-02-20 02:00:00+0100,54.5,Long,SL,-1.0,24353.57,23917.65,23917.65,435.92,1.79,STRUCTURAL_SL
301,V3-locked,2023-02-20 11:30:00+0100,2023-02-21 17:00:00+0100,29.5,Long,SL,-1.0,24834.4,24373.33,24373.33,461.07,1.8566,STRUCTURAL_SL
302,V3-locked,2023-02-23 04:30:00+0100,2023-02-23 11:00:00+0100,6.5,Long,SL,-0.61,24530.76,24124.33,24282.42,406.43,1.6568,H1_EMA100
303,V3-locked,2023-03-16 11:30:00+0100,2023-03-22 21:00:00+0100,153.5,Long,TP,4.69,24777.0,24374.35,26667.33,402.65,1.6251,H1_EMA100
304,V3-locked,2023-03-23 17:00:00+0100,2023-03-24 19:00:00+0100,26.0,Long,SL,-0.76,28580.86,27300.0,27609.99,1280.86,4.4815,H1_EMA100
305,V3-locked,2023-03-26 11:30:00+0200,2023-03-27 08:00:00+0200,20.5,Long,TP,0.08,27697.93,27480.01,27715.18,217.92,0.7868,H1_EMA100
306,V3-locked,2023-03-28 23:30:00+0200,2023-03-29 00:00:00+0200,0.5,Long,SL,-1.0,27263.45,27158.15,27158.15,105.3,0.3862,STRUCTURAL_SL
307,V3-locked,2023-03-31 17:30:00+0200,2023-04-02 18:00:00+0200,48.5,Long,SL,-0.49,28391.12,27842.1,28124.81,549.02,1.9338,H1_EMA100
308,V3-locked,2023-04-03 14:00:00+0200,2023-04-03 14:30:00+0200,0.5,Long,SL,-1.0,28253.73,28215.59,28215.59,38.14,0.135,STRUCTURAL_SL
309,V3-locked,2023-04-04 12:00:00+0200,2023-04-04 17:00:00+0200,5.0,Long,SL,-1.0,28198.77,28028.79,28028.79,169.98,0.6028,STRUCTURAL_SL
310,V3-locked,2023-04-08 07:00:00+0200,2023-04-08 11:00:00+0200,4.0,Long,TP,0.32,27984.97,27859.02,28025.53,125.95,0.4501,H1_EMA100
