trade_id,strategy,date,time,pair,direction,result,rr,duration,sl_size,exit_reason
30,EMA-Cross,13/12/2017,13:30,BTC,Long,SL,-1.0,3h,614.98,STRUCTURAL_SL
31,EMA-Cross,14/12/2017,12:30,BTC,Long,SL,-1.0,1h,316.21,STRUCTURAL_SL
32,EMA-Cross,14/12/2017,18:30,BTC,Long,SL,-1.0,0h,149.02,STRUCTURAL_SL
33,EMA-Cross,15/12/2017,00:30,BTC,Long,TP,3.01,106h,486.12,H1_EMA100
34,EMA-Cross,23/12/2017,04:00,BTC,Long,SL,-0.35,1h,579.72,H1_EMA100
35,EMA-Cross,29/12/2017,04:00,BTC,Long,SL,-0.36,4h,781.03,H1_EMA100
36,EMA-Cross,29/12/2017,17:00,BTC,Long,SL,-0.27,1h,432.69,H1_EMA100
37,EMA-Cross,02/01/2018,10:30,BTC,Long,SL,-0.3,1h,286.48,H1_EMA100
38,EMA-Cross,04/01/2018,21:00,BTC,Long,TP,12.1,69h,82.19,H1_EMA100
39,EMA-Cross,12/01/2018,11:30,BTC,Long,SL,-0.01,1h,730.95,H1_EMA100
40,EMA-Cross,15/01/2018,11:00,BTC,Long,TP,0.1,1h,228.12,H1_EMA100
41,EMA-Cross,18/01/2018,02:00,BTC,Long,TP,0.32,1h,636.93,H1_EMA100
42,EMA-Cross,20/01/2018,02:00,BTC,Long,TP,0.09,1h,215.11,H1_EMA100
43,EMA-Cross,23/01/2018,18:30,BTC,Long,SL,-0.19,1h,1070.49,H1_EMA100
44,EMA-Cross,24/01/2018,08:00,BTC,Long,SL,-0.26,1h,375.26,H1_EMA100
45,EMA-Cross,26/01/2018,01:30,BTC,Long,SL,-1.0,6h,280.59,STRUCTURAL_SL
46,EMA-Cross,27/01/2018,03:30,BTC,Long,SL,-0.43,1h,275.55,H1_EMA100
47,EMA-Cross,09/02/2018,12:00,BTC,Long,TP,0.43,29h,96.97,H1_EMA100
48,EMA-Cross,12/02/2018,03:00,BTC,Long,SL,-0.35,31h,240.0,H1_EMA100
49,EMA-Cross,13/02/2018,21:30,BTC,Long,SL,-1.0,0h,95.69,STRUCTURAL_SL
50,EMA-Cross,14/02/2018,03:00,BTC,Long,TP,10.07,170h,209.88,H1_EMA100
51,EMA-Cross,26/02/2018,03:00,BTC,Long,SL,-0.55,1h,213.61,H1_EMA100
52,EMA-Cross,26/02/2018,13:00,BTC,Long,TP,1.62,59h,258.37,H1_EMA100
53,EMA-Cross,01/03/2018,10:30,BTC,Long,TP,2.09,120h,125.82,H1_EMA100
54,EMA-Cross,10/03/2018,01:30,BTC,Long,SL,-0.41,1h,132.2,H1_EMA100
55,EMA-Cross,11/03/2018,14:30,BTC,Long,SL,-1.0,1h,114.78,STRUCTURAL_SL
56,EMA-Cross,14/03/2018,02:00,BTC,Long,SL,-0.28,1h,159.54,H1_EMA100
57,EMA-Cross,18/03/2018,23:30,BTC,Long,TP,0.61,84h,753.86,H1_EMA100
58,EMA-Cross,23/03/2018,21:00,BTC,Long,TP,0.99,25h,65.1,H1_EMA100
59,EMA-Cross,28/03/2018,11:30,BTC,Long,SL,-0.18,1h,203.73,H1_EMA100
60,EMA-Cross,02/04/2018,01:30,BTC,Long,SL,-0.03,1h,221.98,H1_EMA100
61,EMA-Cross,07/04/2018,02:30,BTC,Long,SL,-0.02,3h,250.13,H1_EMA100
62,EMA-Cross,10/04/2018,18:00,BTC,Long,SL,-0.33,1h,42.13,H1_EMA100
63,EMA-Cross,12/04/2018,11:30,BTC,Long,TP,0.37,127h,820.03,H1_EMA100
64,EMA-Cross,18/04/2018,09:30,BTC,Long,SL,-0.63,5h,229.17,H1_EMA100
65,EMA-Cross,23/04/2018,04:00,BTC,Long,SL,-1.0,0h,45.66,STRUCTURAL_SL
66,EMA-Cross,23/04/2018,07:00,BTC,Long,SL,-1.0,12h,46.79,STRUCTURAL_SL
67,EMA-Cross,26/04/2018,22:00,BTC,Long,SL,-0.46,23h,274.67,H1_EMA100
68,EMA-Cross,28/04/2018,09:30,BTC,Long,SL,-0.27,46h,186.01,H1_EMA100
69,EMA-Cross,02/05/2018,07:00,BTC,Long,SL,-0.27,2h,102.41,H1_EMA100
70,EMA-Cross,09/05/2018,14:00,BTC,Long,TP,0.22,1h,178.09,H1_EMA100
71,EMA-Cross,13/05/2018,10:30,BTC,Long,SL,-0.06,1h,176.11,H1_EMA100
72,EMA-Cross,14/05/2018,15:30,BTC,Long,SL,-0.39,7h,417.8,H1_EMA100
73,EMA-Cross,18/05/2018,20:30,BTC,Long,TP,0.07,1h,136.39,H1_EMA100
74,EMA-Cross,26/05/2018,09:00,BTC,Long,TP,0.0,1h,138.9,H1_EMA100
75,EMA-Cross,29/05/2018,12:30,BTC,Long,SL,-0.05,26h,296.33,H1_EMA100
76,EMA-Cross,31/05/2018,06:00,BTC,Long,SL,-0.85,30h,163.32,H1_EMA100
77,EMA-Cross,02/06/2018,04:00,BTC,Long,TP,1.62,51h,52.87,H1_EMA100
78,EMA-Cross,05/06/2018,18:00,BTC,Long,SL,-1.0,22h,79.57,STRUCTURAL_SL
79,EMA-Cross,06/06/2018,22:00,BTC,Long,SL,-0.6,37h,149.22,H1_EMA100
80,EMA-Cross,09/06/2018,02:30,BTC,Long,SL,-0.69,6h,81.08,H1_EMA100
81,EMA-Cross,14/06/2018,17:30,BTC,Long,TP,0.15,1h,291.36,H1_EMA100
82,EMA-Cross,16/06/2018,21:00,BTC,Long,TP,0.53,1h,37.23,H1_EMA100
83,EMA-Cross,17/06/2018,16:00,BTC,Long,SL,-0.17,1h,72.92,H1_EMA100
84,EMA-Cross,20/06/2018,15:00,BTC,Long,SL,-0.66,35h,166.04,H1_EMA100
85,EMA-Cross,24/06/2018,19:30,BTC,Long,TP,0.05,1h,397.41,H1_EMA100
86,EMA-Cross,29/06/2018,23:00,BTC,Long,TP,0.72,140h,333.69,H1_EMA100
87,EMA-Cross,06/07/2018,17:00,BTC,Long,SL,-1.0,1h,13.91,STRUCTURAL_SL
88,EMA-Cross,07/07/2018,23:30,BTC,Long,SL,-0.51,50h,257.52,H1_EMA100
89,EMA-Cross,21/07/2018,17:30,BTC,Long,SL,-1.0,6h,68.4,STRUCTURAL_SL
90,EMA-Cross,25/07/2018,23:00,BTC,Long,SL,-1.0,21h,141.56,STRUCTURAL_SL
91,EMA-Cross,27/07/2018,18:00,BTC,Long,SL,-1.0,20h,68.79,STRUCTURAL_SL
92,EMA-Cross,29/07/2018,14:00,BTC,Long,SL,-1.0,10h,89.34,STRUCTURAL_SL
93,EMA-Cross,30/07/2018,02:00,BTC,Long,SL,-0.64,12h,140.28,H1_EMA100
94,EMA-Cross,06/08/2018,02:30,BTC,Long,SL,-0.34,1h,91.88,H1_EMA100
95,EMA-Cross,07/08/2018,09:00,BTC,Long,TP,0.95,1h,25.61,H1_EMA100
96,EMA-Cross,11/08/2018,19:00,BTC,Long,SL,-0.02,1h,296.21,H1_EMA100
97,EMA-Cross,15/08/2018,01:00,BTC,Long,TP,0.01,1h,144.47,H1_EMA100
98,EMA-Cross,16/08/2018,08:00,BTC,Long,SL,-1.0,4h,91.93,STRUCTURAL_SL
99,EMA-Cross,17/08/2018,03:30,BTC,Long,SL,-1.0,34h,108.14,STRUCTURAL_SL
100,EMA-Cross,19/08/2018,14:30,BTC,Long,SL,-1.0,0h,40.09,STRUCTURAL_SL
101,EMA-Cross,19/08/2018,21:00,BTC,Long,SL,-0.68,13h,186.98,H1_EMA100
102,EMA-Cross,20/08/2018,17:00,BTC,Long,SL,-1.0,4h,64.48,STRUCTURAL_SL
103,EMA-Cross,21/08/2018,11:00,BTC,Long,SL,-1.0,2h,41.09,STRUCTURAL_SL
104,EMA-Cross,23/08/2018,22:30,BTC,Long,SL,-1.0,16h,54.82,STRUCTURAL_SL
105,EMA-Cross,26/08/2018,15:00,BTC,Long,SL,-1.0,1h,31.36,STRUCTURAL_SL
106,EMA-Cross,26/08/2018,19:30,BTC,Long,TP,2.74,88h,64.85,H1_EMA100
107,EMA-Cross,31/08/2018,05:00,BTC,Long,SL,-1.0,2h,53.18,STRUCTURAL_SL
108,EMA-Cross,31/08/2018,16:00,BTC,Long,TP,2.74,114h,55.07,H1_EMA100
109,EMA-Cross,09/09/2018,13:00,BTC,Long,TP,0.11,1h,28.43,H1_EMA100
110,EMA-Cross,17/09/2018,00:00,BTC,Long,SL,-1.0,4h,19.22,STRUCTURAL_SL
111,EMA-Cross,18/09/2018,16:30,BTC,Long,SL,-0.22,1h,110.72,H1_EMA100
112,EMA-Cross,19/09/2018,20:00,BTC,Long,TP,0.57,110h,310.55,H1_EMA100
113,EMA-Cross,27/09/2018,12:30,BTC,Long,TP,0.02,1h,48.47,H1_EMA100
114,EMA-Cross,29/09/2018,23:00,BTC,Long,SL,-1.0,1h,13.81,STRUCTURAL_SL
115,EMA-Cross,30/09/2018,23:00,BTC,Long,SL,-0.85,12h,67.7,H1_EMA100
116,EMA-Cross,04/10/2018,02:00,BTC,Long,SL,-0.29,30h,104.43,H1_EMA100
117,EMA-Cross,08/10/2018,00:00,BTC,Long,SL,-0.31,38h,54.45,H1_EMA100
118,EMA-Cross,15/10/2018,06:00,BTC,Long,TP,0.21,84h,161.1,H1_EMA100
119,EMA-Cross,20/10/2018,08:00,BTC,Long,SL,-0.56,10h,24.1,H1_EMA100
120,EMA-Cross,26/10/2018,10:30,BTC,Long,SL,-0.28,2h,31.72,H1_EMA100
121,EMA-Cross,27/10/2018,23:00,BTC,Long,SL,-0.45,2h,22.31,H1_EMA100
122,EMA-Cross,29/10/2018,03:00,BTC,Long,SL,-1.0,3h,14.39,STRUCTURAL_SL
123,EMA-Cross,31/10/2018,17:00,BTC,Long,SL,-0.14,1h,112.76,H1_EMA100
124,EMA-Cross,05/11/2018,22:00,BTC,Long,TP,0.81,67h,32.03,H1_EMA100
125,EMA-Cross,12/11/2018,02:30,BTC,Long,SL,-0.21,1h,57.12,H1_EMA100
126,EMA-Cross,25/11/2018,23:00,BTC,Long,SL,-0.08,1h,179.12,H1_EMA100
127,EMA-Cross,27/11/2018,23:30,BTC,Long,SL,-0.01,1h,98.07,H1_EMA100
128,EMA-Cross,01/12/2018,12:30,BTC,Long,SL,-1.0,16h,43.25,STRUCTURAL_SL
129,EMA-Cross,02/12/2018,22:00,BTC,Long,SL,-1.0,0h,44.67,STRUCTURAL_SL
130,EMA-Cross,12/12/2018,10:30,BTC,Long,SL,-0.06,1h,47.09,H1_EMA100
131,EMA-Cross,16/12/2018,03:30,BTC,Long,TP,0.42,1h,15.56,H1_EMA100
132,EMA-Cross,17/12/2018,07:30,BTC,Long,TP,0.52,1h,16.64,H1_EMA100
133,EMA-Cross,28/12/2018,16:30,BTC,Long,SL,-0.5,31h,245.28,H1_EMA100
134,EMA-Cross,30/12/2018,20:30,BTC,Long,SL,-0.42,5h,57.73,H1_EMA100
135,EMA-Cross,04/01/2019,23:30,BTC,Long,SL,-0.47,24h,73.7,H1_EMA100
136,EMA-Cross,06/01/2019,15:30,BTC,Long,SL,-1.0,87h,25.9,STRUCTURAL_SL
137,EMA-Cross,14/01/2019,16:00,BTC,Long,SL,-0.17,18h,157.93,H1_EMA100
138,EMA-Cross,16/01/2019,13:30,BTC,Long,SL,-0.21,1h,14.3,H1_EMA100
139,EMA-Cross,17/01/2019,18:00,BTC,Long,SL,-0.16,11h,25.04,H1_EMA100
140,EMA-Cross,19/01/2019,03:00,BTC,Long,SL,-0.25,4h,17.4,H1_EMA100
141,EMA-Cross,22/01/2019,14:30,BTC,Long,TP,0.37,7h,22.11,H1_EMA100
142,EMA-Cross,24/01/2019,15:00,BTC,Long,SL,-0.34,1h,18.28,H1_EMA100
143,EMA-Cross,26/01/2019,01:00,BTC,Long,SL,-0.19,1h,4.44,H1_EMA100
144,EMA-Cross,01/02/2019,14:00,BTC,Long,SL,-0.52,3h,21.79,H1_EMA100
145,EMA-Cross,08/02/2019,10:00,BTC,Long,TP,6.02,97h,29.76,H1_EMA100
146,EMA-Cross,12/02/2019,20:00,BTC,Long,SL,-1.0,1h,24.32,STRUCTURAL_SL
147,EMA-Cross,15/02/2019,05:00,BTC,Long,SL,-1.0,0h,8.99,STRUCTURAL_SL
148,EMA-Cross,16/02/2019,03:00,BTC,Long,SL,-1.0,9h,6.81,STRUCTURAL_SL
149,EMA-Cross,17/02/2019,23:30,BTC,Long,TP,6.0,159h,29.75,H1_EMA100
150,EMA-Cross,28/02/2019,05:00,BTC,Long,TP,0.39,1h,8.65,H1_EMA100
151,EMA-Cross,01/03/2019,10:30,BTC,Long,SL,-0.29,1h,10.35,H1_EMA100
152,EMA-Cross,03/03/2019,01:30,BTC,Long,SL,-1.0,1h,8.79,STRUCTURAL_SL
153,EMA-Cross,03/03/2019,14:00,BTC,Long,SL,-0.31,1h,39.01,H1_EMA100
154,EMA-Cross,09/03/2019,07:30,BTC,Long,SL,-1.0,46h,50.65,STRUCTURAL_SL
155,EMA-Cross,12/03/2019,12:30,BTC,Long,SL,-1.0,3h,18.24,STRUCTURAL_SL
156,EMA-Cross,14/03/2019,02:00,BTC,Long,SL,-0.3,1h,17.3,H1_EMA100
157,EMA-Cross,17/03/2019,14:30,BTC,Long,SL,-1.0,15h,18.75,STRUCTURAL_SL
158,EMA-Cross,18/03/2019,22:30,BTC,Long,SL,-1.0,6h,16.91,STRUCTURAL_SL
159,EMA-Cross,19/03/2019,12:30,BTC,Long,SL,-1.0,50h,15.62,STRUCTURAL_SL
160,EMA-Cross,22/03/2019,18:00,BTC,Long,SL,-1.0,2h,10.54,STRUCTURAL_SL
161,EMA-Cross,23/03/2019,03:30,BTC,Long,SL,-1.0,7h,26.15,STRUCTURAL_SL
162,EMA-Cross,25/03/2019,04:30,BTC,Long,SL,-0.25,1h,5.7,H1_EMA100
163,EMA-Cross,27/03/2019,01:30,BTC,Long,TP,27.95,362h,44.27,H1_EMA100
164,EMA-Cross,14/04/2019,16:30,BTC,Long,TP,0.21,1h,23.22,H1_EMA100
165,EMA-Cross,16/04/2019,17:30,BTC,Long,TP,0.61,112h,109.84,H1_EMA100
166,EMA-Cross,22/04/2019,10:30,BTC,Long,TP,3.83,55h,29.01,H1_EMA100
167,EMA-Cross,25/04/2019,17:30,BTC,Long,SL,-1.0,4h,36.81,STRUCTURAL_SL
168,EMA-Cross,29/04/2019,05:30,BTC,Long,TP,0.15,1h,12.84,H1_EMA100
169,EMA-Cross,30/04/2019,11:00,BTC,Long,TP,8.35,141h,47.64,H1_EMA100
170,EMA-Cross,06/05/2019,18:30,BTC,Long,TP,24.41,242h,81.05,H1_EMA100
171,EMA-Cross,20/05/2019,22:00,BTC,Long,SL,-1.0,13h,253.77,STRUCTURAL_SL
172,EMA-Cross,26/05/2019,19:30,BTC,Long,TP,0.83,58h,254.66,H1_EMA100
173,EMA-Cross,29/05/2019,15:30,BTC,Long,SL,-1.0,0h,26.45,STRUCTURAL_SL
174,EMA-Cross,30/05/2019,05:30,BTC,Long,SL,-1.0,10h,55.09,STRUCTURAL_SL
175,EMA-Cross,31/05/2019,21:30,BTC,Long,SL,-0.49,8h,101.69,H1_EMA100
176,EMA-Cross,10/06/2019,12:30,BTC,Long,SL,-0.44,22h,346.71,H1_EMA100
177,EMA-Cross,11/06/2019,21:30,BTC,Long,SL,-1.0,3h,76.66,STRUCTURAL_SL
178,EMA-Cross,19/06/2019,08:30,BTC,Long,SL,-1.0,1h,47.6,STRUCTURAL_SL
179,EMA-Cross,19/06/2019,21:30,BTC,Long,TP,41.64,181h,61.12,H1_EMA100
180,EMA-Cross,28/06/2019,12:00,BTC,Long,SL,-1.0,0h,329.93,STRUCTURAL_SL
181,EMA-Cross,29/06/2019,13:00,BTC,Long,SL,-0.67,19h,544.9,H1_EMA100
182,EMA-Cross,02/07/2019,18:30,BTC,Long,TP,0.91,1h,193.18,H1_EMA100
183,EMA-Cross,06/07/2019,04:00,BTC,Long,SL,-1.0,1h,176.86,STRUCTURAL_SL
184,EMA-Cross,07/07/2019,15:00,BTC,Long,SL,-1.0,0h,39.33,STRUCTURAL_SL
185,EMA-Cross,07/07/2019,18:30,BTC,Long,TP,1.62,73h,347.64,H1_EMA100
186,EMA-Cross,15/07/2019,19:00,BTC,Long,SL,-0.11,1h,557.26,H1_EMA100
187,EMA-Cross,18/07/2019,15:30,BTC,Long,TP,0.04,71h,1093.93,H1_EMA100
188,EMA-Cross,22/07/2019,06:30,BTC,Long,SL,-1.0,2h,97.85,STRUCTURAL_SL
189,EMA-Cross,25/07/2019,01:30,BTC,Long,SL,-0.06,3h,361.71,H1_EMA100
190,EMA-Cross,29/07/2019,02:30,BTC,Long,SL,-0.18,1h,161.0,H1_EMA100
191,EMA-Cross,30/07/2019,13:00,BTC,Long,TP,0.01,1h,101.31,H1_EMA100
192,EMA-Cross,04/08/2019,16:00,BTC,Long,TP,1.93,100h,307.16,H1_EMA100
193,EMA-Cross,09/08/2019,01:00,BTC,Long,SL,-1.0,34h,472.6,STRUCTURAL_SL
194,EMA-Cross,11/08/2019,23:00,BTC,Long,TP,0.13,1h,223.59,H1_EMA100
195,EMA-Cross,15/08/2019,21:30,BTC,Long,TP,0.18,1h,268.11,H1_EMA100
196,EMA-Cross,16/08/2019,16:00,BTC,Long,TP,0.05,1h,363.77,H1_EMA100
197,EMA-Cross,18/08/2019,12:00,BTC,Long,SL,-1.0,8h,79.43,STRUCTURAL_SL
198,EMA-Cross,20/08/2019,16:30,BTC,Long,SL,-1.0,11h,212.72,STRUCTURAL_SL
199,EMA-Cross,25/08/2019,13:00,BTC,Long,SL,-1.0,1h,222.25,STRUCTURAL_SL
200,EMA-Cross,26/08/2019,00:30,BTC,Long,SL,-0.5,26h,644.39,H1_EMA100
201,EMA-Cross,28/08/2019,15:30,BTC,Long,SL,-0.59,2h,90.01,H1_EMA100
202,EMA-Cross,31/08/2019,22:30,BTC,Long,SL,-0.22,1h,194.57,H1_EMA100
203,EMA-Cross,01/09/2019,16:00,BTC,Long,SL,-1.0,0h,40.38,STRUCTURAL_SL
204,EMA-Cross,01/09/2019,19:00,BTC,Long,TP,0.34,1h,71.03,H1_EMA100
205,EMA-Cross,04/09/2019,17:30,BTC,Long,SL,-1.0,48h,235.76,STRUCTURAL_SL
206,EMA-Cross,07/09/2019,21:00,BTC,Long,SL,-1.0,2h,36.81,STRUCTURAL_SL
207,EMA-Cross,12/09/2019,00:00,BTC,Long,SL,-0.13,1h,69.39,H1_EMA100
208,EMA-Cross,12/09/2019,09:00,BTC,Long,SL,-0.28,1h,93.15,H1_EMA100
209,EMA-Cross,14/09/2019,00:30,BTC,Long,SL,-1.0,11h,104.05,STRUCTURAL_SL
210,EMA-Cross,16/09/2019,02:00,BTC,Long,SL,-1.0,4h,76.04,STRUCTURAL_SL
211,EMA-Cross,19/09/2019,20:30,BTC,Long,SL,-0.55,12h,260.31,H1_EMA100
212,EMA-Cross,22/09/2019,21:00,BTC,Long,TP,0.8,1h,53.53,H1_EMA100
213,EMA-Cross,30/09/2019,14:30,BTC,Long,TP,0.46,38h,165.92,H1_EMA100
214,EMA-Cross,03/10/2019,00:00,BTC,Long,SL,-1.0,10h,134.01,STRUCTURAL_SL
215,EMA-Cross,04/10/2019,19:30,BTC,Long,SL,-1.0,1h,37.85,STRUCTURAL_SL
216,EMA-Cross,06/10/2019,00:30,BTC,Long,SL,-1.0,0h,27.6,STRUCTURAL_SL
217,EMA-Cross,07/10/2019,12:30,BTC,Long,TP,1.3,39h,60.09,H1_EMA100
218,EMA-Cross,09/10/2019,10:30,BTC,Long,SL,-1.0,0h,43.69,STRUCTURAL_SL
219,EMA-Cross,14/10/2019,20:30,BTC,Long,SL,-1.0,0h,18.11,STRUCTURAL_SL
220,EMA-Cross,19/10/2019,13:00,BTC,Long,SL,-0.18,1h,178.88,H1_EMA100
221,EMA-Cross,20/10/2019,14:30,BTC,Long,TP,7.26,54h,20.33,H1_EMA100
222,EMA-Cross,25/10/2019,11:30,BTC,Long,TP,0.07,1h,160.99,H1_EMA100
223,EMA-Cross,29/10/2019,11:00,BTC,Long,SL,-1.0,2h,84.68,STRUCTURAL_SL
224,EMA-Cross,29/10/2019,23:00,BTC,Long,SL,-1.0,1h,62.86,STRUCTURAL_SL
225,EMA-Cross,31/10/2019,13:30,BTC,Long,SL,-0.47,8h,330.62,H1_EMA100
226,EMA-Cross,01/11/2019,19:00,BTC,Long,TP,0.97,38h,36.48,H1_EMA100
227,EMA-Cross,04/11/2019,12:00,BTC,Long,SL,-0.35,20h,122.08,H1_EMA100
228,EMA-Cross,05/11/2019,16:00,BTC,Long,SL,-1.0,0h,39.39,STRUCTURAL_SL
229,EMA-Cross,06/11/2019,07:00,BTC,Long,SL,-1.0,6h,72.7,STRUCTURAL_SL
230,EMA-Cross,12/11/2019,23:00,BTC,Long,TP,1.53,1h,28.53,H1_EMA100
231,EMA-Cross,13/11/2019,09:00,BTC,Long,SL,-0.08,1h,47.75,H1_EMA100
232,EMA-Cross,13/11/2019,10:00,BTC,Long,TP,0.43,1h,49.26,H1_EMA100
233,EMA-Cross,13/11/2019,20:30,BTC,Long,SL,-0.6,1h,45.0,H1_EMA100
234,EMA-Cross,17/11/2019,09:30,BTC,Long,TP,0.05,1h,140.0,H1_EMA100
235,EMA-Cross,25/11/2019,15:00,BTC,Long,TP,0.67,1h,119.14,H1_EMA100
236,EMA-Cross,26/11/2019,23:30,BTC,Long,SL,-0.07,1h,95.44,H1_EMA100
237,EMA-Cross,27/11/2019,14:00,BTC,Long,TP,0.57,76h,375.98,H1_EMA100
238,EMA-Cross,04/12/2019,14:00,BTC,Long,SL,-1.0,6h,297.99,STRUCTURAL_SL
239,EMA-Cross,05/12/2019,09:30,BTC,Long,SL,-0.5,7h,64.55,H1_EMA100
240,EMA-Cross,08/12/2019,12:30,BTC,Long,SL,-1.0,13h,30.75,STRUCTURAL_SL
241,EMA-Cross,12/12/2019,19:00,BTC,Long,SL,-0.52,1h,22.98,H1_EMA100
242,EMA-Cross,18/12/2019,17:00,BTC,Long,SL,-0.1,1h,102.21,H1_EMA100
243,EMA-Cross,22/12/2019,08:30,BTC,Long,TP,1.73,47h,49.26,H1_EMA100
244,EMA-Cross,27/12/2019,21:30,BTC,Long,TP,2.05,61h,38.36,H1_EMA100
245,EMA-Cross,03/01/2020,07:30,BTC,Long,TP,19.3,153h,31.64,H1_EMA100
246,EMA-Cross,10/01/2020,15:30,BTC,Long,TP,3.36,212h,188.84,H1_EMA100
247,EMA-Cross,21/01/2020,21:30,BTC,Long,SL,-0.19,6h,263.86,H1_EMA100
248,EMA-Cross,24/01/2020,16:00,BTC,Long,SL,-0.58,1h,72.19,H1_EMA100
249,EMA-Cross,26/01/2020,08:30,BTC,Long,SL,-0.45,1h,122.85,H1_EMA100
250,EMA-Cross,01/02/2020,02:00,BTC,Long,SL,-1.0,9h,98.99,STRUCTURAL_SL
251,EMA-Cross,01/02/2020,18:30,BTC,Long,SL,-1.0,6h,67.23,STRUCTURAL_SL
252,EMA-Cross,02/02/2020,11:00,BTC,Long,SL,-1.0,12h,70.49,STRUCTURAL_SL
253,EMA-Cross,05/02/2020,07:30,BTC,Long,SL,-1.0,0h,31.85,STRUCTURAL_SL
254,EMA-Cross,08/02/2020,05:00,BTC,Long,TP,0.93,49h,90.44,H1_EMA100
255,EMA-Cross,14/02/2020,15:30,BTC,Long,SL,-1.0,14h,51.19,STRUCTURAL_SL
256,EMA-Cross,18/02/2020,06:30,BTC,Long,TP,0.46,1h,60.14,H1_EMA100
257,EMA-Cross,18/02/2020,16:00,BTC,Long,SL,-1.0,29h,251.99,STRUCTURAL_SL
258,EMA-Cross,22/02/2020,20:30,BTC,Long,SL,-0.15,1h,22.74,H1_EMA100
259,EMA-Cross,02/03/2020,05:00,BTC,Long,TP,0.28,1h,50.03,H1_EMA100
260,EMA-Cross,04/03/2020,05:00,BTC,Long,SL,-1.0,1h,44.99,STRUCTURAL_SL
261,EMA-Cross,05/03/2020,01:30,BTC,Long,TP,0.61,64h,120.13,H1_EMA100
262,EMA-Cross,12/03/2020,01:00,BTC,Long,SL,-1.0,0h,117.94,STRUCTURAL_SL
263,EMA-Cross,15/03/2020,22:00,BTC,Long,SL,-0.77,1h,769.04,H1_EMA100
264,EMA-Cross,17/03/2020,03:00,BTC,Long,TP,0.06,1h,381.97,H1_EMA100
265,EMA-Cross,18/03/2020,20:30,BTC,Long,TP,0.58,1h,38.36,H1_EMA100
266,EMA-Cross,21/03/2020,21:00,BTC,Long,SL,-1.0,0h,155.77,STRUCTURAL_SL
267,EMA-Cross,23/03/2020,14:00,BTC,Long,TP,0.16,106h,468.94,H1_EMA100
